# snapshot: frozen pin-corpus census; not a live index
# producing-command: python3 lib/test/pin-corpus-classifier.py --repo-root . --adjudications lib/test/pin-corpus-adjudications.tsv --output .devflow/logs/pin-corpus-inventory.tsv --revision 9c6f34274a700eff4f047bc9761bf7321219e61f
# revision: 9c6f34274a700eff4f047bc9761bf7321219e61f
# in-scope: lib/test/run.sh;lib/test/modules/create-issue-contract.sh;lib/test/modules/capability-profiles.sh;lib/test/modules/installer-wiring.sh;lib/test/modules/regenerate-artifacts.sh;lib/test/modules/review-stall-backstop.sh;lib/test/modules/review-trigger-helpers.sh
# out-of-scope: 0 sites in 0 unselected candidate sources
# counted-file-exclusions: lib/test/;.devflow/learnings/;.devflow/logs/;.changeset/;CHANGELOG.md
source_file	assertion_name	helper	line_start	line_end	literal	resolved_target	target_defaulted	homes	counted_occurrences	mutation_pin_count	exact_count_pin_count	registered_pin_region	out_of_scope_pin_count	bucket_mechanical	bucket_final	adjudication_rationale
"""lib/test/run.sh"""	"""deferred.labels: SKILL Phase 4.0 surfaces an empty-issue-numbers capture"""	assert_pin_unique	1038	1038	"""captured no issue numbers"""	"""/__pin_corpus_runtime__/DEF_SKILL"""	false	"[""lib/test/run.sh"",""skills/implement/references/deferred-ac-followups.md""]"	1	0	0	null	0	prose-sole-copy	prose-sole-copy	"""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/implement/references/deferred-ac-followups.md:106; no consumer greps the reflection text in scripts/lib/.github; 2 fragment greps clean"""
"""lib/test/run.sh"""	"""max_iterations clamp: SKILL keeps the negative-aware integer regex"""	assert_pin_unique	1160	1160	"""'^-?[0-9]+$'"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	false	"["".devflow/logs/residual-prose-retirement-manifest.tsv"",""lib/test/modules/review-and-fix-contract.sh"",""lib/test/run.sh"",""skills/review-and-fix/references/loop-control.md""]"	1	0	0	null	0	prose-sole-copy	prose-sole-copy	"""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; agent-executed clamp regex in a loop-control bash fence; git grep -F: only home; head extractor reads only the grep head, not its regex arg"""
"""lib/test/run.sh"""	"""max_iterations clamp: SKILL keeps the below-1 floor"""	assert_pin_unique	1161	1161	"""\""$MAX_ITERS\"" -lt 1"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	false	"[""lib/test/modules/review-and-fix-contract.sh"",""lib/test/run.sh"",""skills/review-and-fix/references/loop-control.md""]"	1	0	0	null	0	prose-sole-copy	prose-sole-copy	"""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; agent-executed clamp comparison in prompt bash; only home outside lib/test and .devflow/logs; no scripts/lib/.github consumer"""
"""lib/test/run.sh"""	"""max_iterations clamp: SKILL keeps the default-5 fallback"""	assert_pin_unique	1162	1162	"""MAX_ITERS=5"""	"""/__pin_corpus_runtime__/MAXI_SKILL"""	false	"["".devflow/logs/mutation-pin-retirement-manifest.tsv"","".devflow/logs/residual-prose-retirement-manifest.tsv"","".devflow/logs/review/pr-460/local-20260713T175143Z-1/iter-5.json"",""lib/test/modules/review-and-fix-contract.inventory.md"",""lib/test/modules/review-and-fix-contract.sh"",""lib/test/mutation-pin-corpus-adjudications.tsv"",""lib/test/run.sh"",""skills/review-and-fix/references/loop-control.md""]"	1	0	0	null	0	prose-sole-copy	prose-sole-copy	"""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; prompt-bash default assignment; extract-command-shapes R1 explicitly does not flag a pure-shell VAR=value counter, so no tool reads it"""
"""lib/test/run.sh"""	"""sev(raf): reads fix_severity_threshold via config-get.sh"""	assert_pin_unique	1267	1267	"""/../../scripts/config-get.sh .devflow_review_and_fix.fix_severity_threshold important"""	"""/__pin_corpus_runtime__/ST_RAF"""	false	"[""lib/test/run.sh"",""skills/review-and-fix/references/loop-control.md""]"	1	0	0	null	0	prose-sole-copy	boundary	"""maintainer adjudication: review-and-fix CONFIG_ROUTING: Pins the config lookup path and default used for routing."""
"""lib/test/run.sh"""	"""sev(rev): reads verdict_severity_threshold via config-get.sh"""	assert_pin_unique	1268	1268	"""/../../scripts/config-get.sh .devflow_review.verdict_severity_threshold critical"""	"""/__pin_corpus_runtime__/ST_REV"""	false	"[""lib/test/run.sh"",""skills/review/phases/phase-4-verdict.md""]"	1	0	0	null	0	prose-sole-copy	boundary	"""maintainer adjudication: review CF: config/helper boundary: sev(rev): reads verdict_severity_threshold via config-get.sh"""
"""lib/test/run.sh"""	"""sev(rcv): reads receiving_review key via config-get.sh (anchor pattern)"""	assert_pin_unique	1269	1269	"""config-get.sh .receiving_review.fix_severity_threshold critical"""	"""/__pin_corpus_runtime__/ST_RCV"""	false	"["".devflow/logs/residual-required-copy-retirement-manifest.tsv"",""lib/test/run.sh"",""skills/receiving-code-review/SKILL.md""]"	1	0	0	null	0	required-copy	boundary	"""Retain severity-routing boundary: sev(rcv): reads receiving_review key via config-get.sh (anchor pattern) fixes the named threshold, fail direction, or calibration rule."""
"""lib/test/run.sh"""	"""sev(raf): enum-validates the threshold inline (value-only case)"""	assert_pin_unique	1275	1275	"""critical|important|suggestion)"""	"""/__pin_corpus_runtime__/ST_RAF"""	false	"["".devflow/logs/residual-required-copy-retirement-manifest.tsv"",""lib/test/run.sh"",""skills/receiving-code-review/SKILL.md"",""skills/review-and-fix/references/loop-control.md"",""skills/review/phases/phase-4-verdict.md""]"	3	0	0	null	0	required-copy	boundary	"""Retain severity-routing boundary: sev(raf): enum-validates the threshold inline (value-only case) fixes the named threshold, fail direction, or calibration rule."""
"""lib/test/run.sh"""	"""sev(rev): enum-validates the threshold inline (value-only case)"""	assert_pin_unique	1276	1276	"""critical|important|suggestion)"""	"""/__pin_corpus_runtime__/ST_REV"""	false	"["".devflow/logs/residual-required-copy-retirement-manifest.tsv"",""lib/test/run.sh"",""skills/receiving-code-review/SKILL.md"",""skills/review-and-fix/references/loop-control.md"",""skills/review/phases/phase-4-verdict.md""]"	3	0	0	null	0	required-copy	boundary	"""Retain severity-routing boundary: sev(raf): enum-validates the threshold inline (value-only case) fixes the named threshold, fail direction, or calibration rule."""
"""lib/test/run.sh"""	"""sev(rcv): enum-validates the threshold inline (value-only case)"""	assert_pin_unique	1277	1277	"""critical|important|suggestion)"""	"""/__pin_corpus_runtime__/ST_RCV"""	false	"["".devflow/logs/residual-required-copy-retirement-manifest.tsv"",""lib/test/run.sh"",""skills/receiving-code-review/SKILL.md"",""skills/review-and-fix/references/loop-control.md"",""skills/review/phases/phase-4-verdict.md""]"	3	0	0	null	0	required-copy	boundary	"""Retain severity-routing boundary: sev(raf): enum-validates the threshold inline (value-only case) fixes the named threshold, fail direction, or calibration rule."""
